Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Aruba,ABW,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.38747276458,175.334901401951,168.770831965808,163.293105588603,164.569153093089,145.073177713897,139.045679371545,134.302158273381,133.969043670536,133.642516921534,146.500479386385,143.963133640553,142.960905789361,145.889295889296,140.062597809077,138.607151203552,151.599474145486,147.674674895305,161.891280319633,162.882083851024,145.8337622704,142.239676608958,143.804237885046,148.425802450609,,
Aruba,ABW,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.56537558437163,-2.06466866116358,-3.71966829310986,-3.99257850113906,-4.7019758026597,3.72747116428307,1.9493744544661,-4.46043165467626,-7.76672194582642,-3.48458260215593,-9.39597315436242,-12.258064516129,-10.6387524033326,-10.4802604802605,-12.4972054549519,-16.5225519981304,-15.9728308501315,-17.1919770773639,-8.79465705588805,-6.33107615142024,-0.127843375920314,1.40110036130777,1.29309129193109,-0.827008162201393,,
Aruba,ABW,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.4764241744759,88.699785031557,86.245250129459,83.6428420448712,84.6355644478745,70.6728532748071,68.5481524585394,69.3812949640288,70.8678828081813,68.5635497618451,77.9482262703739,78.110599078341,76.7998290963469,78.1847781847782,76.2799016320143,77.5648516008413,83.7861524978089,82.4333259863346,85.3429686877605,84.6065800012219,72.9808028231601,70.4192881238253,71.2555732965576,74.6264053064053,,
Aruba,ABW,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9110485901043,86.6351163703935,82.5255818363492,79.6502635437322,79.9335886452149,74.4003244390901,70.4975269130055,64.9208633093525,63.1011608623549,65.0789671596891,68.5522531160115,65.852534562212,66.1610766930143,67.7045177045177,63.7826961770624,61.0422996027109,67.8133216476775,65.2413489089707,76.5483116318725,78.2755038498016,72.8529594472398,71.8203884851331,72.5486645884887,73.7993971442039,,
Africa Eastern and Southern,AFE,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,53.9085521818331,54.3250472166741,53.0916102958305,55.0698444928244,57.414287280518,61.5274836258873,57.8806104855237,52.9494023566675,46.9321355565964,48.8654843343903,50.8016014511048,49.5638460696372,48.6554298940366,48.6604576526556,47.1130466371808,43.9320714779979,41.7984310409432,42.3248550554343,44.6937328341261,47.0811208127842,49.3050714321327,49.6680262408967,47.9074602434531,48.935297508312,47.3592645987842,62.7243473187826,64.2284268582874,62.2646450085438,58.3983451808854,59.2664354711428,62.111851854828,63.5391513210271,68.9573721848458,76.3652277039798,64.941167892584,64.5750114400951,65.8898538829887,63.8658082494804,64.4590398402708,62.8310041035694,57.8509159952068,54.5851768918683,53.196315093815,56.0874849853002,55.4078358342951,49.27803773097
Africa Eastern and Southern,AFE,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,,,,,,-4.44958305610158,-2.82517657675844,1.26715321058768,0.892913127208249,2.74175437415189,1.30352048791156,-5.48780570917718,-3.99331900180971,-0.116618214446493,-0.976006979493334,4.3923963393258,5.13092035683769,5.01929554945023,3.00247568652908,1.76161752544375,-0.037069012866049,-1.4920647092165,-2.26548085297445,-0.873946607156974,-2.32991315804666,-3.14806614305434,-2.56752074375239,-2.44690194094983,-3.07258529124276,-1.76945501740887,2.74506145015123,0.035727096630552,0.985763629647561,-0.509339796873562,-0.366134723417343,0.362840176046141,0.962256269286137,0.587142341926722,-0.249792289868942,-3.78088705451303,0.375641620597435,-0.989394695346689,-3.48194480109491,-4.9420639154582,-4.04341579716056,-5.62434284995722,-3.5348622274735,-2.25584354349418,-1.76785017762088,-1.87826757272551,0.959484774998842
Africa Eastern and Southern,AFE,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,29.1790676189674,28.5751118967163,25.9122285426214,27.0884656828081,27.3362664531831,30.1119815689879,31.6842080973504,28.4713606792386,23.5243768855214,24.9207456569418,23.2046025558895,22.2164628563998,21.8180671722932,22.8289909830632,22.6757145558685,21.984570245432,21.6452478750798,22.2951679542044,22.7838397206415,24.7055169854155,26.2265687875935,26.1177734923246,25.1771810922015,26.0039413997774,24.5643598080965,29.9896429343157,32.0963498808284,30.6394406894481,29.4538424888795,29.8162850972801,30.8745058393909,31.2884475258705,34.1851149214595,38.3075099969244,34.3610274735485,32.0996849097488,33.4396242891677,33.6738765252877,34.7005518778645,33.437209950365,31.737629422582,29.0600195596709,27.7260793186546,28.9276675814605,28.6430517035103,24.1592764779856
Africa Eastern and Southern,AFE,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,24.7294845628658,25.7499353199578,27.1793817532091,27.9813788100163,30.078020827335,31.4155020568994,26.1964023881732,24.4780416774289,23.4077586710749,23.9447386774485,27.5969988952153,27.3473832132375,26.8373627217434,25.8314666695923,24.4373320813123,21.9475012325659,20.1531831658633,20.0296871012299,21.9098931134845,22.3756038273688,23.0785026445392,23.5502527485722,22.7302791512516,22.9313561085346,22.7949047906877,32.7347043844669,32.132076977459,31.6252043190957,28.9445026920059,29.4501503738627,31.2373460154371,32.2507037951566,34.7722572633863,38.0577177070554,30.5801404190355,32.4753265303463,32.450229593821,30.1919317241928,29.7584879624063,29.3937941532044,26.1132865726248,25.5251573321974,25.4702357751604,27.1598174038397,26.7647841307848,25.1187612529844
Afghanistan,AFG,Trade (% of GDP),NE.TRD.GNFS.ZS,11.157026581176,12.5506095641626,14.2276444262674,26.0355114281704,26.9444479475307,32.6710826152849,27.1428573129252,20.9827354616946,24.110033071763,25.0788642331499,21.7281100678648,27.0631374536424,32.8690810352185,27.6923087928994,28.8659801551706,26.9483576711852,28.0869566604915,26.4860798295929,24.7138040330125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-2.89256015128759,-3.64372303266733,-4.47154218553776,-7.69230923987239,-9.16666282407429,-10.1545243532203,-9.99999976190476,-7.43691861540118,-6.31067978210324,-4.88959026286458,-2.16010550092615,-5.21845294341042,-3.34261855199759,-1.79487263543725,-0.824742290147732,-1.59624388423813,-1.65217416672968,-3.16027116622249,-3.03030346903376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,7.02479336623182,8.09716629841498,9.34959330590257,16.8639103340214,18.0555553858025,21.4128034842526,18.571428537415,14.2098270385479,15.2103564269331,14.9842272480072,11.9441077843955,16.1407951985264,18.1058497936081,14.7435907141683,14.8453612226592,14.2723007777117,14.8695654136106,14.8231754979077,13.8720537510231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,4.13223321494422,4.45344326574765,4.87805112036481,9.171601094149,8.88889256172819,11.2582791310323,8.57142877551021,6.77290842314672,8.89967664482985,10.0946369851427,9.78400228346932,10.922342255116,14.7632312416105,12.9487180787311,14.0206189325114,12.6760568934735,13.2173912468809,11.6629043316852,10.8417502819894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,Trade (% of GDP),NE.TRD.GNFS.ZS,34.9189767064879,34.9284786881366,31.3564727536208,32.1334763941576,33.3401357736718,35.8716235627344,33.838761948236,36.7136016868021,36.0491493454516,36.9758226409236,33.3818254944069,36.2898656893926,36.0795306561238,40.6279202864838,48.832860384451,47.9119048761871,48.2965271104509,51.6879488497761,48.7057632471336,48.8891065143959,52.526651165042,35.3040356581805,31.9247226167833,30.0724827916619,30.9065811287815,32.9558089474283,29.3580133211513,34.575884665669,31.6332606153594,41.9219508024721,39.6894263975587,42.2185975057133,42.9908149110209,40.4914861004878,40.0290251875608,49.2610189742474,50.3950772539445,58.5263642533979,50.9617201108327,47.4459408810659,59.1465709681895,59.0762663315792,54.634687066434,58.4726731093676,50.1506178536968,52.3098594128774,55.8787695411085,54.6586737663289,55.4228081134908,51.333083374483,57.0636801992742,64.0711184907218,59.7973856298189,48.7981008485777,48.233758245514,41.8483233505174,40.1022845929978,43.7495675035458,47.4826283950754,47.8113399395314,38.17183590738
Africa Western and Central,AFW,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-6.99728119596495,-7.18264979126595,-4.7551879701458,-4.19678969261188,-4.43348326443596,-4.06086294899246,-3.50891678174976,-5.04751717537721,-4.28281572619838,-3.26550502924181,-2.2863337213947,-3.05226104007022,-1.98258082119882,-1.2097118629008,4.72194121792947,-5.75070671901525,-6.07042507247026,-1.3695335689701,-5.32850640520991,0.602251164473234,3.50807125333816,-4.30174074023326,-2.80024565556359,-1.38249045298929,1.15977291476678,0.054911633588649,-2.55124198848443,0.652790192371569,0.354259524982204,7.45553580022316,5.15050098983274,5.17691243170038,3.87727333839501,1.50140982178451,0.645886219455953,3.84176579009284,2.46816952169752,1.63061815488597,-4.06004574568479,2.7676318822574,11.8416139179662,1.43289160926423,0.574234138322932,-0.260863784935257,3.03014320857081,3.82547356359787,8.9507987226496,-0.101262280823597,4.32395918200188,-1.40879376302878,2.70474049724944,5.10333449049188,9.11846203894081,0.97104485722674,1.18476337033564,-3.82563307512336,-4.82202063260433,-1.56267148089738,-2.04874315347458,-3.75766282053996,-6.73663432129963
Africa Western and Central,AFW,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,20.9581289512264,21.0555642397013,18.0558303618833,18.1651330433847,18.8868095190539,19.9662432558634,18.6738393649929,20.8805594310897,20.165982535825,20.1206638350827,17.8340796079008,19.6710633647314,19.0310557386613,20.9188160746923,22.0554595832608,26.8313057976011,27.1834760914606,26.5287412093731,27.0171348261718,24.1434276749614,24.5092899558519,19.8028881992069,17.3624841361735,15.7274866223256,14.8734041070073,16.4504486569198,15.9546276548179,16.9615472366487,15.6395005451886,17.2332075011245,17.269462703863,18.5208425370065,19.5567707863129,19.4950381393516,19.6915694840524,22.7096265920773,23.9634538661235,28.447873049256,27.5108829282588,22.3391544994043,23.6524785251117,28.8216873611575,27.0302264640556,29.3667684471514,23.560237322563,24.2421929246398,23.4639854092295,27.3799680235762,25.5494244657444,26.3709385687559,27.1794698510124,29.483892000115,25.3394617954391,23.9135279956755,23.5244974375892,22.8369782128204,22.462152612801,22.6561194922216,24.765685774275,25.7845013800357,22.4542351143398
Africa Western and Central,AFW,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,13.9608477552615,13.8729144484353,13.3006423917375,13.9683433507728,14.4533262546179,15.9053803068709,15.1649225832431,15.8330422557125,15.8831668096266,16.8551588058409,15.5477458865061,16.6188023246612,17.0484749174625,19.7091042117915,26.7774008011903,21.0805990785859,21.1130510189903,25.159207640403,21.6886284209619,24.7456788394346,28.0173612091901,15.5011474589736,14.5622384806099,14.3449961693363,16.0331770217741,16.5053602905085,13.4033856663334,17.6143374290203,15.9937600701708,24.6887433013476,22.4199636936957,23.6977549687068,23.434044124708,20.9964479611362,20.3374557035084,26.5513923821701,26.431623387821,30.0784912041419,23.450837182574,25.1067863816617,35.4940924430779,30.2545789704217,27.6044606023785,29.1059046622162,26.5903805311338,28.0676664882376,32.4147841318791,27.2787057427526,29.8733836477463,24.9621448057271,29.8842103482618,34.5872264906068,34.4579238343799,24.8845728529022,24.7092608079248,19.011345137697,17.6401319801967,21.0934480113242,22.7169426208004,22.0268385594957,15.7176007930402
Angola,AGO,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.547109454858,150.335794690093,105.301742600149,103.901226814948,103.579924362095,106.590962129525,94.6251593320477,108.060067893978,121.36470790564,122.446142344145,104.123629959119,99.9825078537909,91.8000986064676,86.8119307833605,79.3329275092697,62.8885207850511,53.3701552785467,52.256821448818,66.3781108165459,64.2885787245042,62.6161581717947
Angola,AGO,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.824552915418,0.442092772187014,8.8682492091045,4.74144794652078,13.1807667012217,24.461573409733,32.3105676757973,27.7514988509558,23.5853490387218,-4.93153630624626,18.9625954871885,21.3573890242463,20.0801642036572,14.682237998767,10.0571349913456,-3.37932179829982,2.87881384257136,5.75137865514493,15.294468956569,14.3990726662971,7.95289377979796
Angola,AGO,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8612782697202,74.946850958953,48.2167466955221,49.5798894342136,45.1995788304369,41.0646943598961,31.1572958281252,40.1542845215112,48.8896794334592,63.6888393251959,42.5805172359653,39.3125594147723,35.8599672014052,36.0648463922967,34.6378962589621,33.1339212916755,25.2456707179877,23.2527213968366,25.5418209299885,24.9447530291035,27.3316321959984
Angola,AGO,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6858311851382,75.38894373114,57.0849959046266,54.3213373807344,58.3803455316586,65.5262677696291,63.4678635039226,67.9057833724671,72.475028472181,58.7573030189496,61.5431127231538,60.6699484390186,55.9401314050624,50.7470843910637,44.6950312503076,29.7545994933756,28.124484560559,29.0041000519815,40.8362898865574,39.3438256954007,35.2845259757963
Albania,ALB,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,47.4940925041872,46.1004662837047,44.8105616083383,40.4106676033234,38.1156830212927,35.9348239721958,31.637304878056,32.159563916938,36.89787073527,40.066086463479,39.4369634031142,36.0705200632829,108.785472241159,80.518332770413,53.1025847356112,47.6105948729712,44.8954392242856,45.4255927667713,48.1373951889265,51.0111010608718,63.4542380063455,66.4910446789301,68.525131284197,67.0206365437758,67.0471468695653,70.8723046407458,74.2670943336644,83.2020614301136,77.451702570812,75.0948401942781,76.5434094756067,81.2185485601651,76.5101740083204,75.8737816632559,75.4078340584307,71.801040129135,74.8098214119328,78.1942750821788,76.8558877534769,76.8541258217678,61.330873937357
Albania,ALB,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,0.420891317151782,1.52054703574025,-4.66472579620985,-2.70651732195469,-2.03502016822331,-2.2940788329814,-0.424944616985555,-0.099720239307429,-2.93908246795073,-2.87937954098593,-8.62683574443122,-21.1008826139267,-83.7862892546581,-48.5606731436399,-29.1351960402252,-22.3289358788678,-21.6545604721486,-25.0310692631484,-25.2031702560496,-17.3275703411798,-23.223510486324,-23.8241695816165,-26.6338290120233,-25.3257337737477,-22.6120443342425,-24.8463244171541,-23.847900697474,-26.7063269107871,-26.8468982911206,-24.6134087139118,-20.5845123847051,-22.7355470767541,-18.6352006193706,-18.0410741758849,-18.9818763806438,-17.2662535202029,-16.8540929802794,-15.0546337964069,-13.6727394802356,-13.7736932675741,-14.8310313175709
Albania,ALB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,23.5366005935177,22.2899596239822,24.7376437022741,21.558592462639,20.075351594758,19.1144514025886,16.0311247475208,16.1296420781227,19.9184766016104,21.4727330022325,24.0318995737727,28.5857013386048,96.2858807479086,64.5395029570264,41.1188903879182,34.9697653759195,33.2749998482171,35.2283310149598,36.6702827224881,34.1693357010258,43.3388742463348,45.1576071302733,47.5794801481102,46.1731851587618,44.8295956019039,47.8593145289499,49.0574975155692,54.9541941704504,52.1493004309663,49.8541244540949,48.5639609301559,51.9770478184596,47.5726873138455,46.9574279195704,47.1948552195373,44.533646824669,45.8319571961061,46.6244544392929,45.2643136168563,45.313909544671,38.080952627464
Albania,ALB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,23.9574919106695,23.8105066597225,20.0729179060642,18.8520751406844,18.0403314265347,16.8203725696072,15.6061801305352,16.0299218388153,16.9793941336596,18.5933534612466,15.4050638293415,7.48481872467814,12.4995914932505,15.9788298133865,11.983694347693,12.6408294970517,11.6204393760685,10.1972617518115,11.4671124664384,16.841765359846,20.1153637600108,21.3334375486568,20.9456511360868,20.8474513850141,22.2175512676614,23.0129901117958,25.2095968180952,28.2478672596633,25.3024021398457,25.2407157401832,27.9794485454508,29.2415007417055,28.9374866944749,28.9163537436855,28.2129788388934,27.267393304466,28.9778642158267,31.5698206428859,31.5915741366206,31.5402162770969,23.249921309893
Andorra,AND,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,58.8189893601561,59.1804468642494,61.9631421383613,80.9467372158621,73.7999790998503,81.7322708030731,76.0238337308978,80.2159082854096,77.7447325739572,80.098553150196,84.7136776014093,86.3340194504667,81.9068706543128,74.3106556780861,70.895569002139,63.9285138050754,56.412451300891,58.8262479587939,60.5533309433398,65.8014405558225,66.0347692049108,68.9725039712782,64.1870737080262,60.3970581698696,58.862822699782,61.7183832842306,61.2857236368884,68.1375527628526,65.7334909440758,65.9026785823457,70.6925297840869,72.3392127776545,73.6765859361105,79.952978806648,85.0569371985635,89.1051169319523,89.6175914722741,93.5114772818093,97.8861097496195,89.8540890335318,88.5735944542279,91.7696837109717,93.4395060898908,93.2213637166865,92.1767987350989,87.6114189220885,80.7977163789814,84.6666156834045,85.631804813564,85.1041517889307,
Arab World,ARB,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,15.395796089235,18.1726966573859,20.2504786421215,33.4916155373953,25.9608955973363,19.6693238197354,13.9620032278658,6.9391235183138,1.63053732317463,9.80310274904184,16.2953856602037,7.81006767154939,-3.08057282124948,-6.2505432794511,-6.39893237986466,-4.84716091562605,-7.91482430956282,-3.51293744704277,-4.66121148218258,-6.41446759458105,-1.40033590720469,-11.0798104670369,-3.08222145070116,-2.95831423968817,0.473124698837431,1.07078730148786,3.71613401033691,6.48547788522112,-0.031124567214448,6.32467461756712,14.5551454104011,9.40309806882215,9.67259257039037,11.4266834859066,12.9291212043119,16.4561003605555,18.2082466099562,14.3787639770524,16.4891372519946,5.43872388108274,12.7621377544336,18.0723742246719,18.7685078005487,15.2669373417427,9.04352402019916,-0.431452496126809,-0.379794813209607,3.18275386615978,8.24281606191758,5.41438035615571,
